"fitted","normalized_residual","dataset_id","condition","model"
0.0153312675294423,-0.470720067032187,"D013","C2","gradient_boosted_trees"
0.0103869924573496,0.0574869704594128,"D013","C2","gradient_boosted_trees"
0.0067505311728326,0.0222146120616654,"D013","C2","gradient_boosted_trees"
0.00121690052637844,-0.507316734838468,"D013","C3","gradient_boosted_trees"
-0.000408338719343438,0.285235250432587,"D013","C3","gradient_boosted_trees"
-0.00160368475267887,0.218942124098874,"D013","C3","gradient_boosted_trees"
0.00862954233631317,-0.765509087863995,"D013","C4","gradient_boosted_trees"
0.000960971712887181,0.15003167089097,"D013","C4","gradient_boosted_trees"
-0.00467917972955071,0.380951690587567,"D013","C4","gradient_boosted_trees"
0.0338735393393476,-0.241278576500907,"D013","C5","gradient_boosted_trees"
0.0374938377079172,-0.211615403279639,"D013","C5","gradient_boosted_trees"
0.0401565283276224,-0.137154079117709,"D013","C5","gradient_boosted_trees"
0.012260218855838,-0.595114794229533,"D013","C2","logistic_regression"
0.00731594378374536,-0.283548712341732,"D013","C2","logistic_regression"
0.00367948249922834,-0.152608966986777,"D013","C2","logistic_regression"
0.00404716883709855,-0.145427003860015,"D013","C3","logistic_regression"
0.00242192959137668,-0.56188620042598,"D013","C3","logistic_regression"
0.00122658355804124,-0.153248207151221,"D013","C3","logistic_regression"
0.0142748827436136,0.369220968020206,"D013","C4","logistic_regression"
0.00660631212018763,-0.315110545332168,"D013","C4","logistic_regression"
0.000966160677749742,0.00630134256878933,"D013","C4","logistic_regression"
-0.0163239772162415,1.16112323429462,"D013","C5","logistic_regression"
-0.012703678847672,0.666841461559106,"D013","C5","logistic_regression"
-0.0100409882279668,0.56041290388962,"D013","C5","logistic_regression"
0.00868465296311881,-0.632650483986961,"D013","C2","random_forest"
0.00374037789102613,0.360544861676686,"D013","C2","random_forest"
0.000103916606509106,0.318432483805236,"D013","C2","random_forest"
-0.00145183113879637,0.0460575333158479,"D013","C3","random_forest"
-0.00307707038451824,0.197168693071868,"D013","C3","random_forest"
-0.00427241641785368,0.0765543156717874,"D013","C3","random_forest"
0.00477563038771352,-0.749773673857422,"D013","C4","random_forest"
-0.00289294023571247,-0.34060497231667,"D013","C4","random_forest"
-0.00853309167815035,0.118687159287948,"D013","C4","random_forest"
0.0227441638998717,0.740606879798554,"D013","C5","random_forest"
0.0263644622684412,0.893345432571574,"D013","C5","random_forest"
0.0290271528881464,-0.442703673763656,"D013","C5","random_forest"
0.0143473851557649,-0.387465622072197,"D014","C2","gradient_boosted_trees"
0.00971112265147616,0.0853555518718823,"D014","C2","gradient_boosted_trees"
0.00645409060777314,0.0409945629115676,"D014","C2","gradient_boosted_trees"
0.0104450455386094,-0.398781961172805,"D014","C3","gradient_boosted_trees"
0.00892105351438533,-0.250770668459605,"D014","C3","gradient_boosted_trees"
0.00785043017227436,-0.286083378726112,"D014","C3","gradient_boosted_trees"
0.00346861641930921,-0.272172554051355,"D014","C4","gradient_boosted_trees"
-0.00372222671228703,0.331066564246493,"D014","C4","gradient_boosted_trees"
-0.00877388340324993,0.392845317902025,"D014","C4","gradient_boosted_trees"
0.0168623452195434,-0.715903432845676,"D014","C5","gradient_boosted_trees"
0.0202571105462695,0.46765788795816,"D014","C5","gradient_boosted_trees"
0.0226419753893993,-0.21220565453023,"D014","C5","gradient_boosted_trees"
0.0112763364821606,-0.920411811709707,"D014","C2","logistic_regression"
0.00664007397787189,-0.118154308526151,"D014","C2","logistic_regression"
0.00338304193416888,-0.0914559647126483,"D014","C2","logistic_regression"
0.0132753138493295,-0.515200571901025,"D014","C3","logistic_regression"
0.0117513218251054,-0.433950405119457,"D014","C3","logistic_regression"
0.0106806984829945,-0.259450662406607,"D014","C3","logistic_regression"
0.00911395682660966,-0.507739845792112,"D014","C4","logistic_regression"
0.00192311369501342,-0.0616886299400266,"D014","C4","logistic_regression"
-0.00312854299594948,0.199691133996771,"D014","C4","logistic_regression"
-0.0333351713360458,1.11041870210914,"D014","C5","logistic_regression"
-0.0299404060093196,1.20362009323036,"D014","C5","logistic_regression"
-0.0275555411661898,1.07710193767608,"D014","C5","logistic_regression"
0.00770077058944141,-0.40245467523956,"D014","C2","random_forest"
0.00306450808515266,0.60949167903217,"D014","C2","random_forest"
-0.000192523958550354,0.19394042049111,"D014","C2","random_forest"
0.00777631387343455,-0.0115010097465445,"D014","C3","random_forest"
0.00625232184921053,0.0451844233390429,"D014","C3","random_forest"
0.00518169850709955,0.00501757491801585,"D014","C3","random_forest"
-0.000385295529290439,-0.218192287432206,"D014","C4","random_forest"
-0.00757613866088667,0.684090967525432,"D014","C4","random_forest"
-0.0126277953518496,0.440411628923321,"D014","C4","random_forest"
0.00573296978006742,-0.0865895334397901,"D014","C5","random_forest"
0.0091277351067936,0.87264832805715,"D014","C5","random_forest"
0.0115125999499234,0.176244937173136,"D014","C5","random_forest"
0.0407197477966974,-2.61807754082795,"D015","C2","gradient_boosted_trees"
0.037455786406806,-1.14117463151475,"D015","C2","gradient_boosted_trees"
0.0195964473366054,-1.52983720596949,"D015","C3","gradient_boosted_trees"
0.0185235462398776,-0.485448185025582,"D015","C3","gradient_boosted_trees"
0.0288273900953327,-2.43535296348593,"D015","C4","gradient_boosted_trees"
0.0237649859884505,-1.00490755971986,"D015","C4","gradient_boosted_trees"
0.156698176079676,2.16781305528929,"D015","C5","gradient_boosted_trees"
0.159088114730459,6.24733447885546,"D015","C5","gradient_boosted_trees"
